task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
373	3e/229e68	4023043	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (350)	CACHED	0	2024-10-19 08:00:22.458	3.9s	2.8s	128.7%	60.1 MB	65.2 MB	183 MB	139.3 MB
382	50/f60759	4020206	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (359)	CACHED	0	2024-10-19 08:00:16.883	4.3s	3.9s	94.8%	125.1 MB	130 MB	183.1 MB	139.3 MB
391	10/bb6e47	4029634	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (368)	CACHED	0	2024-10-19 08:00:35.910	3.5s	2.9s	132.5%	151.4 MB	156.7 MB	192.8 MB	145.6 MB
371	f7/7d2a14	4016926	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (348)	CACHED	0	2024-10-19 08:00:10.222	3.3s	2.7s	130.4%	124.7 MB	129.8 MB	183.2 MB	139.4 MB
388	3c/11af7d	4029194	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (365)	CACHED	0	2024-10-19 08:00:35.175	3.9s	3.6s	110.1%	151.8 MB	156.9 MB	192.8 MB	145.6 MB
377	35/15c5e2	4025734	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (354)	CACHED	0	2024-10-19 08:00:28.698	3s	2.7s	134.7%	124.6 MB	129.7 MB	183.2 MB	139.3 MB
379	67/e5511c	4025782	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (356)	CACHED	0	2024-10-19 08:00:28.762	3.1s	2.7s	134.4%	104.6 MB	109.8 MB	183.2 MB	139.4 MB
383	03/0a3e64	4026639	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (360)	CACHED	0	2024-10-19 08:00:29.774	3.2s	2.7s	130.7%	124.4 MB	129.6 MB	183.1 MB	139.3 MB
384	8c/185690	4028153	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (361)	CACHED	0	2024-10-19 08:00:32.696	3.4s	2.9s	133.2%	151.4 MB	156.7 MB	192.7 MB	145.5 MB
378	7e/8b6132	4024375	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (355)	CACHED	0	2024-10-19 08:00:25.421	3.8s	2.8s	128.9%	125 MB	130.2 MB	183.2 MB	139.4 MB
392	3f/6015fd	4029709	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (369)	CACHED	0	2024-10-19 08:00:36.054	3.6s	3s	131.3%	135.6 MB	140.8 MB	192.8 MB	145.6 MB
393	64/191207	4030788	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (370)	CACHED	0	2024-10-19 08:00:38.226	4.4s	4s	98.4%	151.7 MB	156.9 MB	192.8 MB	145.6 MB
365	c1/59857d	4021360	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (342)	CACHED	0	2024-10-19 08:00:18.984	3.5s	2.7s	129.9%	103.5 MB	108.6 MB	183 MB	139.2 MB
395	ca/eae897	4031345	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (372)	CACHED	0	2024-10-19 08:00:39.463	3.4s	2.8s	133.9%	151.5 MB	156.6 MB	192.7 MB	145.5 MB
375	4f/c0f1b8	4023960	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (352)	CACHED	0	2024-10-19 08:00:24.739	4.2s	3.7s	100.2%	9.3 MB	16.7 MB	183.2 MB	139.4 MB
380	68/b3dd80	4025901	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (357)	CACHED	0	2024-10-19 08:00:28.976	3.1s	2.7s	132.5%	65 MB	70.1 MB	183.2 MB	139.4 MB
394	9e/e37d67	4031261	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (371)	CACHED	0	2024-10-19 08:00:39.079	3.5s	2.9s	135.4%	151.1 MB	156.1 MB	192.5 MB	145.3 MB
389	d4/f582dd	4022480	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (366)	CACHED	0	2024-10-19 08:00:21.574	3.8s	3s	129.7%	151.7 MB	156.9 MB	192.8 MB	145.6 MB
387	76/2eea75	4029081	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (364)	CACHED	0	2024-10-19 08:00:34.953	3.3s	2.9s	133.2%	55.7 MB	60.9 MB	192.7 MB	145.5 MB
390	6a/45f16a	4029885	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (367)	CACHED	0	2024-10-19 08:00:36.431	3.5s	3.1s	126.7%	22.6 MB	27.7 MB	192.6 MB	145.4 MB
386	3a/4fbc67	4028265	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (363)	CACHED	0	2024-10-19 08:00:32.933	3.5s	3s	130.4%	151.3 MB	156.4 MB	192.7 MB	145.5 MB
396	ab/31e098	4031734	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (373)	CACHED	0	2024-10-19 08:00:39.969	3.5s	2.9s	133.1%	65.1 MB	70.3 MB	192.8 MB	145.5 MB
401	63/af2fe1	4033356	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (378)	CACHED	0	2024-10-19 08:00:43.366	4.1s	3.1s	123.7%	151.1 MB	156.3 MB	192.6 MB	145.4 MB
406	b6/51b181	4034669	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (383)	CACHED	0	2024-10-19 08:00:47.092	3.4s	3s	129.4%	100.9 MB	106.2 MB	192.9 MB	145.6 MB
407	93/07dafb	4034534	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (384)	CACHED	0	2024-10-19 08:00:46.914	3.3s	2.9s	133.3%	138.9 MB	144 MB	192.8 MB	145.6 MB
397	3d/d4a5f0	4032827	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (374)	CACHED	0	2024-10-19 08:00:42.536	4.6s	4.2s	96.0%	152.1 MB	157.2 MB	192.9 MB	145.7 MB
402	23/d83415	4033391	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (379)	CACHED	0	2024-10-19 08:00:43.436	3.7s	2.9s	130.8%	151.7 MB	156.9 MB	192.9 MB	145.6 MB
404	20/b60045	4033132	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (381)	CACHED	0	2024-10-19 08:00:42.910	3.9s	3s	125.5%	151.2 MB	156.4 MB	192.7 MB	145.5 MB
408	ff/f6835f	4034859	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (385)	CACHED	0	2024-10-19 08:00:47.188	3.6s	3.1s	123.1%	39.8 MB	45.1 MB	192.8 MB	145.5 MB
405	73/c3cb8d	4034483	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (382)	CACHED	0	2024-10-19 08:00:46.832	3.7s	3.3s	119.1%	151.2 MB	156.1 MB	192.6 MB	145.4 MB
398	c9/c6c0d7	4027375	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (375)	CACHED	0	2024-10-19 08:00:31.750	3.2s	2.8s	136.1%	151.6 MB	156.7 MB	192.6 MB	145.4 MB
399	09/0ee928	4032938	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (376)	CACHED	0	2024-10-19 08:00:42.585	4.3s	4s	99.2%	7.9 MB	15.1 MB	192.9 MB	145.6 MB
412	9a/15fa19	4036469	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (389)	CACHED	0	2024-10-19 08:00:50.539	3.2s	2.9s	134.9%	50.2 MB	55.5 MB	192.7 MB	145.5 MB
400	bf/c94b4e	4027434	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (377)	CACHED	0	2024-10-19 08:00:31.820	3.4s	2.9s	133.5%	139.1 MB	144.2 MB	192.7 MB	145.5 MB
403	98/fac294	4027673	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (380)	CACHED	0	2024-10-19 08:00:32.072	3.8s	3.3s	118.5%	151.6 MB	156.7 MB	192.8 MB	145.6 MB
410	f7/baada5	4036416	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (387)	CACHED	0	2024-10-19 08:00:50.513	3.3s	3s	131.2%	65.4 MB	70.6 MB	192.6 MB	145.4 MB
411	54/5f5a5d	4038024	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (388)	CACHED	0	2024-10-19 08:00:53.778	3.4s	2.9s	129.8%	152.3 MB	157.4 MB	193 MB	145.7 MB
413	ca/e85c13	4037937	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (390)	CACHED	0	2024-10-19 08:00:53.454	3.5s	2.9s	134.7%	26 MB	31.1 MB	192.9 MB	145.6 MB
409	30/0ff0b7	4035215	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (386)	CACHED	0	2024-10-19 08:00:47.461	4.1s	3.7s	108.4%	151.3 MB	156.5 MB	192.7 MB	145.5 MB
417	c7/0b0633	4043437	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (394)	CACHED	0	2024-10-19 08:01:03.741	3.4s	2.8s	134.5%	151.3 MB	156.4 MB	192.6 MB	145.4 MB
418	a7/b14ce8	4038340	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (395)	CACHED	0	2024-10-19 08:00:53.979	3.6s	3.2s	123.2%	9.2 MB	16.7 MB	192.7 MB	145.5 MB
421	80/51a88d	4039840	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (398)	CACHED	0	2024-10-19 08:00:57.153	3.3s	2.9s	134.1%	84.7 MB	89.9 MB	192.9 MB	145.6 MB
424	2c/d1a1f3	4041508	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (401)	CACHED	0	2024-10-19 08:01:00.328	3.2s	2.9s	136.3%	109 MB	114.1 MB	192.7 MB	145.5 MB
422	73/f09a3d	4040381	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (399)	CACHED	0	2024-10-19 08:00:57.554	3.3s	2.9s	133.8%	62 MB	67.3 MB	192.8 MB	145.6 MB
415	89/1d01c2	4036651	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (392)	CACHED	0	2024-10-19 08:00:50.745	3.2s	2.9s	135.3%	51 MB	56 MB	192.7 MB	145.5 MB
423	21/41739c	4039877	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (400)	CACHED	0	2024-10-19 08:00:57.174	3.7s	3.4s	117.3%	151.6 MB	156.9 MB	192.9 MB	145.6 MB
414	9f/df8e0b	4037132	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (391)	CACHED	0	2024-10-19 08:00:51.516	3.2s	2.9s	134.7%	94.8 MB	99.9 MB	192.6 MB	145.4 MB
416	91/c966dd	4038111	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (393)	CACHED	0	2024-10-19 08:00:53.866	3.3s	2.9s	133.9%	151.5 MB	156.6 MB	192.7 MB	145.5 MB
427	21/edd182	4041649	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (404)	CACHED	0	2024-10-19 08:01:00.457	3.3s	2.9s	132.4%	37.1 MB	42.3 MB	192.5 MB	145.4 MB
420	3f/cbe895	4039686	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (397)	CACHED	0	2024-10-19 08:00:56.926	3.4s	2.9s	133.8%	111.7 MB	116.7 MB	192.8 MB	145.5 MB
419	c0/d9dc3a	4038881	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (396)	CACHED	0	2024-10-19 08:00:54.705	3.2s	2.9s	136.3%	34.9 MB	40.3 MB	192.8 MB	145.6 MB
426	e5/8f934b	4042246	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (403)	CACHED	0	2024-10-19 08:01:01.165	3.3s	2.9s	133.1%	53.6 MB	58.7 MB	192.7 MB	145.5 MB
431	75/00fe57	4043863	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (408)	CACHED	0	2024-10-19 08:01:04.457	3.9s	2.9s	126.9%	151.2 MB	156.5 MB	192.7 MB	145.5 MB
430	76/f75f10	4043728	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (407)	CACHED	0	2024-10-19 08:01:04.310	4.3s	3.7s	104.6%	7.9 MB	15.1 MB	192.7 MB	145.5 MB
436	d7/be85df	4045554	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (413)	CACHED	0	2024-10-19 08:01:08.341	3.7s	2.9s	125.8%	151.5 MB	156.8 MB	192.8 MB	145.5 MB
425	73/01c262	4036214	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (402)	CACHED	0	2024-10-19 08:00:50.208	3.2s	2.9s	135.0%	48 MB	53.1 MB	192.9 MB	145.7 MB
438	ac/034015	4046560	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (415)	CACHED	0	2024-10-19 08:01:10.732	4.1s	3.7s	107.6%	151.5 MB	156.7 MB	192.7 MB	145.5 MB
442	3b/f3be8e	4047308	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (419)	CACHED	0	2024-10-19 08:01:12.331	3.6s	2.9s	133.5%	44.7 MB	49.9 MB	192.8 MB	145.6 MB
432	2e/a46c4e	4045528	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (409)	CACHED	0	2024-10-19 08:01:08.305	4.6s	4s	97.6%	7.7 MB	15.1 MB	192.8 MB	145.6 MB
433	a2/f278c7	4043938	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (410)	CACHED	0	2024-10-19 08:01:04.582	3.7s	2.9s	126.6%	151.5 MB	156.7 MB	192.8 MB	145.6 MB
434	b0/7f98fb	4045332	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (411)	CACHED	0	2024-10-19 08:01:08.032	4.6s	4.2s	94.3%	151.8 MB	156.9 MB	192.8 MB	145.5 MB
443	7f/fb0144	4042060	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (420)	CACHED	0	2024-10-19 08:01:00.895	3.4s	2.9s	131.6%	110.3 MB	115.8 MB	192.6 MB	145.4 MB
439	c7/62433e	4047114	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (416)	CACHED	0	2024-10-19 08:01:12.029	3.4s	2.9s	133.3%	151.5 MB	156.6 MB	192.8 MB	145.6 MB
429	06/8ecfd1	4043192	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (406)	CACHED	0	2024-10-19 08:01:03.558	4.5s	4s	99.5%	151.4 MB	156.5 MB	192.7 MB	145.5 MB
428	42/a391f4	4042031	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (405)	CACHED	0	2024-10-19 08:01:00.846	3.7s	3.3s	119.8%	152 MB	157.1 MB	192.8 MB	145.6 MB
440	ba/dde0f6	4040607	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (417)	CACHED	0	2024-10-19 08:00:57.917	3.2s	2.9s	133.7%	65.4 MB	70.5 MB	192.7 MB	145.5 MB
437	0a/c0b121	4045737	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (414)	CACHED	0	2024-10-19 08:01:08.597	3.7s	3s	128.2%	8 MB	15.1 MB	192.9 MB	145.6 MB
441	0a/7d8865	4047470	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (418)	CACHED	0	2024-10-19 08:01:12.624	3.4s	2.9s	135.4%	151.7 MB	156.9 MB	192.8 MB	145.6 MB
446	e3/d77c53	4048484	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (423)	CACHED	0	2024-10-19 08:01:14.878	3.6s	3.3s	112.9%	125.8 MB	131 MB	187.2 MB	142.7 MB
445	86/b3afd6	4049235	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (422)	CACHED	0	2024-10-19 08:01:16.021	3.2s	2.8s	131.3%	126 MB	131.2 MB	187.3 MB	142.8 MB
444	b6/4f9a9a	4047613	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (421)	CACHED	0	2024-10-19 08:01:12.892	3.8s	3.4s	108.5%	126.1 MB	131.5 MB	187.4 MB	142.8 MB
451	4a/4cb03a	4050532	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (428)	CACHED	0	2024-10-19 08:01:18.878	4.3s	3.9s	97.4%	7.9 MB	15.1 MB	187.5 MB	142.9 MB
435	d7/bf18c5	4044964	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (412)	CACHED	0	2024-10-19 08:01:07.156	3.6s	2.9s	127.8%	151.3 MB	156.4 MB	192.7 MB	145.5 MB
450	0b/dd525e	4050339	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (427)	CACHED	0	2024-10-19 08:01:18.498	4.5s	3.9s	95.5%	7.9 MB	15.1 MB	187.2 MB	142.7 MB
456	6e/727a74	4052323	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (433)	CACHED	0	2024-10-19 08:01:23.002	3.2s	2.9s	127.6%	7.5 MB	15.1 MB	187.4 MB	142.8 MB
447	86/1cbb51	4048926	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (424)	CACHED	0	2024-10-19 08:01:15.431	3.4s	2.9s	128.7%	81.3 MB	86.6 MB	187.2 MB	142.7 MB
448	ea/9c12ba	4050742	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (425)	CACHED	0	2024-10-19 08:01:19.223	3.8s	2.8s	127.7%	126.2 MB	131.5 MB	187.4 MB	142.8 MB
458	22/1a268d	4054044	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (435)	CACHED	0	2024-10-19 08:01:26.152	3.5s	3s	119.1%	39.1 MB	44.6 MB	187.5 MB	142.9 MB
457	36/8275e6	4054111	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (434)	CACHED	0	2024-10-19 08:01:26.247	3.2s	2.8s	131.1%	45 MB	50.1 MB	187.4 MB	142.8 MB
460	aa/50b3af	4049122	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (437)	CACHED	0	2024-10-19 08:01:15.927	3.3s	2.8s	130.1%	126.5 MB	131.8 MB	187.5 MB	142.9 MB
461	1f/f47a2b	4054244	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (438)	CACHED	0	2024-10-19 08:01:26.356	3.6s	3.3s	112.9%	7.6 MB	15.1 MB	187.5 MB	142.9 MB
449	26/08a38b	4049780	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (426)	CACHED	0	2024-10-19 08:01:16.737	3.5s	2.8s	127.1%	102.5 MB	107.6 MB	187.4 MB	142.8 MB
464	3c/807ea4	4055888	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (441)	CACHED	0	2024-10-19 08:01:29.613	3.2s	2.8s	133.4%	103.3 MB	108.4 MB	187.5 MB	142.9 MB
465	6c/bd481c	4055939	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (442)	CACHED	0	2024-10-19 08:01:29.673	3.1s	2.7s	134.0%	126.3 MB	131.6 MB	187.5 MB	142.9 MB
455	c4/56a7f1	4052485	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (432)	CACHED	0	2024-10-19 08:01:23.170	3.2s	2.9s	127.2%	92.1 MB	97.5 MB	187.2 MB	142.6 MB
462	f2/5c1009	4054938	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (439)	CACHED	0	2024-10-19 08:01:27.244	3.7s	3.2s	115.0%	7.7 MB	15.1 MB	187.3 MB	142.7 MB
466	e5/487ecc	4050737	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (443)	CACHED	0	2024-10-19 08:01:19.203	3.8s	2.8s	124.2%	127 MB	132.1 MB	187.7 MB	143 MB
452	28/4fd8d3	4051165	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (429)	CACHED	0	2024-10-19 08:01:20.193	3.5s	2.7s	130.1%	125.5 MB	131 MB	187.2 MB	142.7 MB
463	c6/488293	4055797	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (440)	CACHED	0	2024-10-19 08:01:29.405	3.9s	3.4s	109.9%	125.9 MB	131.3 MB	187.5 MB	142.9 MB
454	4b/b75044	4053137	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (431)	CACHED	0	2024-10-19 08:01:23.694	3.5s	3.2s	114.4%	126.3 MB	131.5 MB	187.4 MB	142.8 MB
467	27/5c138b	4056336	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (444)	CACHED	0	2024-10-19 08:01:30.011	3.1s	2.7s	135.4%	68.9 MB	74.1 MB	187.3 MB	142.8 MB
469	87/4411e1	4056820	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (446)	CACHED	0	2024-10-19 08:01:30.983	3.6s	3s	120.7%	7.6 MB	15.1 MB	187.5 MB	142.9 MB
459	fc/1063d1	4054229	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (436)	CACHED	0	2024-10-19 08:01:26.347	3.3s	2.9s	124.7%	39.9 MB	45.1 MB	187.4 MB	142.9 MB
468	4e/d56957	4057602	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (445)	CACHED	0	2024-10-19 08:01:32.793	3.1s	2.8s	133.2%	18.8 MB	23.8 MB	187.5 MB	142.9 MB
470	33/f1a1dc	4057608	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (447)	CACHED	0	2024-10-19 08:01:32.798	3.1s	2.7s	131.8%	44.3 MB	49.4 MB	187.2 MB	142.7 MB
472	8d/3d2c39	4052311	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (449)	CACHED	0	2024-10-19 08:01:22.992	3.2s	2.8s	132.2%	61.5 MB	66.6 MB	187.4 MB	142.8 MB
474	ed/c7f911	4058140	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (451)	CACHED	0	2024-10-19 08:01:33.267	3.1s	2.8s	133.5%	126.7 MB	131.7 MB	187.5 MB	142.9 MB
478	72/de58a4	4059370	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (455)	CACHED	0	2024-10-19 08:01:35.921	3.2s	2.8s	131.6%	114.8 MB	120 MB	187.4 MB	142.8 MB
480	07/02a867	4061752	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (457)	CACHED	0	2024-10-19 08:01:40.005	3.2s	2.8s	128.1%	8.1 MB	15 MB	187.6 MB	143 MB
477	0c/bc34e0	4058758	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (454)	CACHED	0	2024-10-19 08:01:34.580	3.4s	2.8s	133.4%	47.6 MB	52.8 MB	187.5 MB	142.9 MB
453	7c/e5f0d3	4052317	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (430)	CACHED	0	2024-10-19 08:01:22.997	3.3s	2.9s	127.2%	7.9 MB	15 MB	187.4 MB	142.8 MB
475	1e/566ace	4059376	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (452)	CACHED	0	2024-10-19 08:01:35.930	3.2s	2.8s	133.5%	7.9 MB	15.1 MB	187.3 MB	142.8 MB
481	d2/e7e502	4059847	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (458)	CACHED	0	2024-10-19 08:01:36.359	3.6s	3.3s	113.5%	126.3 MB	131.5 MB	187.4 MB	142.8 MB
487	39/6562d3	4063419	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (464)	CACHED	0	2024-10-19 08:01:43.062	3.1s	2.7s	133.7%	92 MB	97.2 MB	187.3 MB	142.8 MB
485	f6/bc162b	4062762	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (462)	CACHED	0	2024-10-19 08:01:42.360	3.2s	2.8s	133.7%	126.3 MB	131.4 MB	187.4 MB	142.8 MB
471	84/937696	4057829	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (448)	CACHED	0	2024-10-19 08:01:33.077	3.6s	3.3s	113.0%	7.8 MB	15.1 MB	187.3 MB	142.8 MB
473	ed/43da4c	4060632	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (450)	CACHED	0	2024-10-19 08:01:37.954	4.1s	3.6s	103.7%	125.8 MB	131.3 MB	187.4 MB	142.8 MB
479	69/322229	4060030	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (456)	CACHED	0	2024-10-19 08:01:36.707	3.2s	2.7s	133.1%	73 MB	77.9 MB	187.4 MB	142.8 MB
486	f2/c381a7	4062805	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (463)	CACHED	0	2024-10-19 08:01:42.429	3.4s	2.9s	124.6%	105.3 MB	110.4 MB	187.4 MB	142.8 MB
489	d7/d3d9ea	4064381	RUN_DNAmDeconv:DNAmDeconv:refFreeDeconv:REFREE_PREPROCESSING (466)	CACHED	0	2024-10-19 08:01:45.319	3.3s	2.8s	128.0%	93.1 MB	98.3 MB	187.2 MB	142.6 MB
