task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
969	43/82e6e0	4168959	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (22)	COMPLETED	0	2024-10-21 05:05:46.469	3.7s	3.2s	97.8%	1.8 GB	1.8 GB	19.8 MB	56.4 KB
973	40/4c29fc	4169108	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (26)	COMPLETED	0	2024-10-21 05:05:46.696	3.6s	3.2s	97.6%	1.8 GB	1.8 GB	19.9 MB	57 KB
970	8c/5b3686	4169522	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (23)	COMPLETED	0	2024-10-21 05:05:47.267	3.5s	3.2s	97.8%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
971	62/da2ebb	4169582	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (24)	COMPLETED	0	2024-10-21 05:05:47.348	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	57 KB
972	e6/c58e13	4170005	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (25)	COMPLETED	0	2024-10-21 05:05:48.074	3.5s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	56.8 KB
974	73/85e240	4170670	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (27)	COMPLETED	0	2024-10-21 05:05:50.126	3.5s	3.2s	97.2%	1.2 GB	1.2 GB	19.9 MB	56.6 KB
966	39/5cc79b	4170738	RUN_DNAmDeconv:DNAmDeconv:CELFIE_PREPROCESSING (21)	COMPLETED	0	2024-10-21 05:05:50.251	3.4s	3.1s	96.7%	1.2 GB	1.2 GB	19.4 MB	49.1 KB
976	72/448213	4171200	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (29)	COMPLETED	0	2024-10-21 05:05:50.838	3.5s	3.2s	96.9%	1.3 GB	1.3 GB	19.9 MB	57.2 KB
975	db/a5dff8	4171178	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (28)	COMPLETED	0	2024-10-21 05:05:50.819	3.5s	3.2s	97.5%	1.2 GB	1.3 GB	19.8 MB	57.1 KB
977	27/6b7c64	4171656	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (30)	COMPLETED	0	2024-10-21 05:05:51.602	3.6s	3.2s	98.1%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
980	8f/5a2fd4	4172345	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (33)	COMPLETED	0	2024-10-21 05:05:53.690	3.6s	3.2s	97.5%	1.2 GB	1.2 GB	19.8 MB	57.1 KB
978	99/31b222	4172328	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (31)	COMPLETED	0	2024-10-21 05:05:53.674	3.6s	3.3s	98.0%	1.8 GB	1.8 GB	19.9 MB	56.9 KB
981	d5/c48fd1	4172823	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (34)	COMPLETED	0	2024-10-21 05:05:54.352	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
979	96/a575da	4172822	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (32)	COMPLETED	0	2024-10-21 05:05:54.347	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.9 MB	56.8 KB
983	78/8c4e4b	4173307	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (36)	COMPLETED	0	2024-10-21 05:05:55.185	3.5s	3.2s	98.1%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
984	89/72a76a	4173978	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (37)	COMPLETED	0	2024-10-21 05:05:57.274	3.5s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
985	28/02f7b9	4174000	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (38)	COMPLETED	0	2024-10-21 05:05:57.291	3.5s	3.2s	97.9%	1.8 GB	1.8 GB	19.8 MB	57.1 KB
987	40/1d41cb	4174499	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (40)	COMPLETED	0	2024-10-21 05:05:57.885	3.6s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	56.8 KB
982	a1/e04e60	4174477	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (35)	COMPLETED	0	2024-10-21 05:05:57.866	3.6s	3.2s	97.5%	1.8 GB	1.8 GB	19.8 MB	57.1 KB
995	b8/db6a95	4174955	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (48)	COMPLETED	0	2024-10-21 05:05:58.719	3.5s	3.2s	97.7%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
990	b2/5d471e	4175627	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (43)	COMPLETED	0	2024-10-21 05:06:00.828	3.6s	3.2s	97.8%	1.8 GB	1.8 GB	19.8 MB	57 KB
997	fa/ef59e1	4175644	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (50)	COMPLETED	0	2024-10-21 05:06:00.843	3.6s	3.2s	98.0%	1.8 GB	1.8 GB	19.8 MB	56.9 KB
989	af/3d74ba	4176125	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (42)	COMPLETED	0	2024-10-21 05:06:01.447	3.6s	3.2s	97.3%	1.8 GB	1.8 GB	19.8 MB	57 KB
1392	ec/b7d844	4176131	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (445)	COMPLETED	0	2024-10-21 05:06:01.451	3.6s	3.3s	98.1%	1.8 GB	1.8 GB	20.4 MB	59.9 KB
988	04/5de196	4176599	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (41)	COMPLETED	0	2024-10-21 05:06:02.245	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.8 MB	57.3 KB
993	1a/e7c201	4177275	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (46)	COMPLETED	0	2024-10-21 05:06:04.399	3.6s	3.2s	97.5%	1.2 GB	1.2 GB	19.8 MB	57.1 KB
996	39/6d35cc	4177297	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (49)	COMPLETED	0	2024-10-21 05:06:04.407	3.6s	3.2s	96.8%	1.8 GB	1.8 GB	19.8 MB	56.8 KB
991	0c/5dcdcf	4177775	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (44)	COMPLETED	0	2024-10-21 05:06:05.039	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.8 MB	56.5 KB
992	a4/0e8faf	4177797	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (45)	COMPLETED	0	2024-10-21 05:06:05.058	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.8 MB	56.7 KB
1000	19/0119c2	4178253	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (53)	COMPLETED	0	2024-10-21 05:06:05.791	3.5s	3.1s	98.0%	1.2 GB	1.3 GB	19.9 MB	57.2 KB
999	50/9e8d48	4178929	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (52)	COMPLETED	0	2024-10-21 05:06:07.957	3.5s	3.1s	97.9%	1.2 GB	1.2 GB	19.9 MB	56.5 KB
998	56/e25058	4178964	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (51)	COMPLETED	0	2024-10-21 05:06:07.997	3.5s	3.2s	98.0%	1.2 GB	1.2 GB	19.8 MB	56.8 KB
994	38/7c3a0f	4179426	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (47)	COMPLETED	0	2024-10-21 05:06:08.555	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.8 MB	56.8 KB
1001	cd/180203	4179461	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (54)	COMPLETED	0	2024-10-21 05:06:08.591	3.5s	3.2s	98.1%	1.2 GB	1.2 GB	19.9 MB	56.6 KB
1002	c6/4d94af	4179849	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (55)	COMPLETED	0	2024-10-21 05:06:09.271	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.8 MB	56.5 KB
1005	6e/3d6538	4180598	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (58)	COMPLETED	0	2024-10-21 05:06:11.489	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	56.5 KB
1004	5d/b6f31f	4180577	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (57)	COMPLETED	0	2024-10-21 05:06:11.473	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1007	ea/99f09f	4181100	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (60)	COMPLETED	0	2024-10-21 05:06:12.095	3.6s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	57.3 KB
1006	c0/5861f1	4181078	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (59)	COMPLETED	0	2024-10-21 05:06:12.075	3.6s	3.3s	97.4%	1.8 GB	1.8 GB	19.9 MB	56.7 KB
1003	de/8dca59	4181555	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (56)	COMPLETED	0	2024-10-21 05:06:12.790	3.6s	3.2s	97.4%	1.2 GB	1.2 GB	19.9 MB	57 KB
1018	91/cb51c5	4182251	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (71)	COMPLETED	0	2024-10-21 05:06:15.006	3.5s	3.2s	96.9%	1.2 GB	1.2 GB	19.9 MB	57.4 KB
1021	4f/1af81b	4182260	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (74)	COMPLETED	0	2024-10-21 05:06:15.015	3.6s	3.2s	97.8%	1.8 GB	1.8 GB	19.8 MB	57 KB
1008	57/5237af	4182751	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (61)	COMPLETED	0	2024-10-21 05:06:15.678	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1009	e6/22dc70	4182783	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (62)	COMPLETED	0	2024-10-21 05:06:15.711	3.5s	3.2s	98.0%	1.8 GB	1.8 GB	19.9 MB	56.7 KB
1017	7f/8b4289	4183234	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (70)	COMPLETED	0	2024-10-21 05:06:16.396	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1010	34/39ba1a	4183906	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (63)	COMPLETED	0	2024-10-21 05:06:18.560	3.5s	3.2s	97.2%	1.8 GB	1.8 GB	19.9 MB	57.2 KB
1011	41/b5ac57	4183929	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (64)	COMPLETED	0	2024-10-21 05:06:18.579	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.8 MB	57.1 KB
1014	37/27078f	4184399	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (67)	COMPLETED	0	2024-10-21 05:06:19.223	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	57.2 KB
1012	a3/65755e	4184426	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (65)	COMPLETED	0	2024-10-21 05:06:19.246	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	57.3 KB
1013	fc/d33a04	4184875	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (66)	COMPLETED	0	2024-10-21 05:06:19.907	3.5s	3.2s	97.8%	1.8 GB	1.8 GB	19.9 MB	57.4 KB
1032	0c/5977db	4185551	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (85)	COMPLETED	0	2024-10-21 05:06:22.108	3.6s	3.2s	96.7%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1030	7e/b45027	4185562	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (83)	COMPLETED	0	2024-10-21 05:06:22.118	3.6s	3.2s	98.0%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
1016	80/f28253	4186086	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (69)	COMPLETED	0	2024-10-21 05:06:22.799	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1027	a2/0056a5	4186048	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (80)	COMPLETED	0	2024-10-21 05:06:22.763	3.6s	3.3s	96.4%	1.8 GB	1.8 GB	19.9 MB	57.5 KB
1019	d0/f62756	4186526	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (72)	COMPLETED	0	2024-10-21 05:06:23.432	3.6s	3.2s	97.7%	1.2 GB	1.2 GB	19.8 MB	57.1 KB
1015	d0/017ffc	4187201	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (68)	COMPLETED	0	2024-10-21 05:06:25.684	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
1020	86/c2ec95	4187223	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (73)	COMPLETED	0	2024-10-21 05:06:25.701	3.5s	3.2s	97.9%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1028	c6/6b2a99	4187730	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (81)	COMPLETED	0	2024-10-21 05:06:26.353	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	56.8 KB
1023	46/13df88	4187698	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (76)	COMPLETED	0	2024-10-21 05:06:26.325	3.6s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1035	3b/212a1a	4188175	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (88)	COMPLETED	0	2024-10-21 05:06:26.996	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.8 MB	57 KB
1022	68/6b2fb9	4188940	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (75)	COMPLETED	0	2024-10-21 05:06:29.241	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
1033	1f/fb37de	4188934	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (86)	COMPLETED	0	2024-10-21 05:06:29.236	3.6s	3.2s	97.0%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
1036	2d/68b78e	4189458	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (89)	COMPLETED	0	2024-10-21 05:06:29.904	3.5s	3.2s	97.9%	1.8 GB	1.8 GB	19.9 MB	57.2 KB
1025	9e/474498	4189429	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (78)	COMPLETED	0	2024-10-21 05:06:29.868	3.5s	3.2s	97.2%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1024	5e/0e8028	4189817	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (77)	COMPLETED	0	2024-10-21 05:06:30.511	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1038	e6/fea54c	4190636	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (91)	COMPLETED	0	2024-10-21 05:06:32.805	3.6s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	57 KB
1026	0b/01bd66	4190611	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (79)	COMPLETED	0	2024-10-21 05:06:32.795	3.6s	3.2s	96.7%	1.8 GB	1.8 GB	19.8 MB	56.4 KB
1039	de/6eae77	4191103	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (92)	COMPLETED	0	2024-10-21 05:06:33.406	3.5s	3.2s	97.4%	1.2 GB	1.2 GB	19.9 MB	57 KB
1040	0b/ef8fe6	4191109	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (93)	COMPLETED	0	2024-10-21 05:06:33.411	3.5s	3.2s	97.9%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
1041	96/808b76	4191477	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (94)	COMPLETED	0	2024-10-21 05:06:34.051	3.6s	3.2s	98.0%	1.8 GB	1.8 GB	19.9 MB	57 KB
1042	33/7a1ca6	4192327	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (95)	COMPLETED	0	2024-10-21 05:06:36.368	3.5s	3.2s	97.5%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1029	e8/70ae48	4192341	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (82)	COMPLETED	0	2024-10-21 05:06:36.372	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	56.5 KB
1037	6b/cddca1	4192789	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (90)	COMPLETED	0	2024-10-21 05:06:36.922	3.6s	3.2s	98.1%	1.2 GB	1.2 GB	19.9 MB	57.3 KB
1031	74/8943f1	4192817	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (84)	COMPLETED	0	2024-10-21 05:06:36.943	3.6s	3.2s	98.0%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
1046	95/a37c06	4193269	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (99)	COMPLETED	0	2024-10-21 05:06:37.615	3.5s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	57.6 KB
1045	fd/6e0196	4193944	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (98)	COMPLETED	0	2024-10-21 05:06:39.890	3.6s	3.2s	97.6%	1.8 GB	1.8 GB	19.9 MB	57.2 KB
1043	4c/b4125a	4193966	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (96)	COMPLETED	0	2024-10-21 05:06:39.909	3.7s	3.2s	97.8%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1047	7b/0a46c8	690	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (100)	COMPLETED	0	2024-10-21 05:06:40.476	3.5s	3.1s	97.7%	1.2 GB	1.3 GB	19.9 MB	56.9 KB
1048	3b/604329	707	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (101)	COMPLETED	0	2024-10-21 05:06:40.503	3.5s	3.2s	97.9%	1.2 GB	1.3 GB	19.9 MB	57.2 KB
1049	5b/291756	1209	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (102)	COMPLETED	0	2024-10-21 05:06:41.166	3.5s	3.2s	98.2%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
1050	11/4596e1	2275	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (103)	COMPLETED	0	2024-10-21 05:06:43.542	3.6s	3.2s	97.3%	1.2 GB	1.2 GB	19.9 MB	57 KB
1051	33/71f210	2337	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (104)	COMPLETED	0	2024-10-21 05:06:43.603	3.5s	3.2s	97.7%	1.2 GB	1.2 GB	19.8 MB	56.6 KB
1052	05/648fa7	2753	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (105)	COMPLETED	0	2024-10-21 05:06:44.021	3.5s	3.2s	97.7%	1.3 GB	1.3 GB	19.8 MB	56.7 KB
1053	c7/c1870b	2720	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (106)	COMPLETED	0	2024-10-21 05:06:43.989	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.8 MB	57.1 KB
1055	8c/6a3709	3100	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (108)	COMPLETED	0	2024-10-21 05:06:44.704	3.6s	3.2s	97.9%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
1058	1a/57e766	4004	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (111)	COMPLETED	0	2024-10-21 05:06:47.154	3.5s	3.2s	97.8%	1.2 GB	1.2 GB	19.8 MB	56.9 KB
1034	12/05c844	3977	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (87)	COMPLETED	0	2024-10-21 05:06:47.133	3.6s	3.2s	97.8%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
1059	a9/db1dfe	4435	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (112)	COMPLETED	0	2024-10-21 05:06:47.494	3.6s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	56.5 KB
1044	c4/b7a52b	4462	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (97)	COMPLETED	0	2024-10-21 05:06:47.518	3.6s	3.2s	96.8%	1.8 GB	1.8 GB	19.9 MB	56.8 KB
1054	38/844426	4805	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (107)	COMPLETED	0	2024-10-21 05:06:48.264	3.6s	3.3s	95.8%	1.8 GB	1.8 GB	19.8 MB	57 KB
1057	38/f3ffe9	5641	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (110)	COMPLETED	0	2024-10-21 05:06:50.686	3.7s	3.2s	97.7%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1056	a5/b25e9d	5674	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (109)	COMPLETED	0	2024-10-21 05:06:50.722	3.6s	3.2s	97.9%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1061	37/46b13e	6049	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (114)	COMPLETED	0	2024-10-21 05:06:51.079	3.5s	3.2s	97.0%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
1060	4c/9ad146	5968	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (113)	COMPLETED	0	2024-10-21 05:06:51.057	3.6s	3.2s	96.4%	1.8 GB	1.8 GB	19.9 MB	57.2 KB
1063	b6/7aed7e	6446	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (116)	COMPLETED	0	2024-10-21 05:06:51.915	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1062	53/192088	7282	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (115)	COMPLETED	0	2024-10-21 05:06:54.356	3.7s	3.2s	97.4%	1.2 GB	1.2 GB	19.9 MB	56.6 KB
1065	7c/e84ef2	7304	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (118)	COMPLETED	0	2024-10-21 05:06:54.373	3.7s	3.2s	97.2%	1.2 GB	1.2 GB	19.9 MB	56.6 KB
1064	f1/bf69cb	7637	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (117)	COMPLETED	0	2024-10-21 05:06:54.619	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	57 KB
1067	40/30cda4	7712	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (120)	COMPLETED	0	2024-10-21 05:06:54.649	3.5s	3.1s	97.8%	1.2 GB	1.2 GB	19.9 MB	57.4 KB
1080	d7/f40d98	8189	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (133)	COMPLETED	0	2024-10-21 05:06:55.442	3.5s	3.2s	97.0%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1066	08/7a2b4a	9192	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (119)	COMPLETED	0	2024-10-21 05:06:58.038	3.6s	3.2s	98.1%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
1068	09/214d4c	9206	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (121)	COMPLETED	0	2024-10-21 05:06:58.050	3.6s	3.2s	97.3%	1.8 GB	1.8 GB	19.9 MB	56.9 KB
1070	7d/c08ea5	9314	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (123)	COMPLETED	0	2024-10-21 05:06:58.142	3.5s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1069	b5/e7366b	9336	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (122)	COMPLETED	0	2024-10-21 05:06:58.163	3.5s	3.2s	97.8%	1.8 GB	1.8 GB	19.9 MB	56.7 KB
1071	48/a55a26	9887	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (124)	COMPLETED	0	2024-10-21 05:06:58.961	3.5s	3.2s	97.9%	1.8 GB	1.8 GB	19.8 MB	57 KB
1072	cb/d9d4cf	10887	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (125)	COMPLETED	0	2024-10-21 05:07:01.647	3.6s	3.2s	97.8%	1.8 GB	1.8 GB	19.9 MB	57.3 KB
1074	1d/e1c886	10892	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (127)	COMPLETED	0	2024-10-21 05:07:01.651	3.6s	3.2s	97.0%	1.8 GB	1.8 GB	19.9 MB	57.2 KB
1073	bc/f739cb	11011	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (126)	COMPLETED	0	2024-10-21 05:07:01.675	3.6s	3.2s	97.2%	1.8 GB	1.8 GB	19.9 MB	57.4 KB
1075	fa/7a4cf4	11022	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (128)	COMPLETED	0	2024-10-21 05:07:01.684	3.6s	3.2s	96.2%	1.8 GB	1.8 GB	19.9 MB	56.7 KB
1082	97/9723d8	11622	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (135)	COMPLETED	0	2024-10-21 05:07:02.515	3.5s	3.2s	97.1%	1.2 GB	1.2 GB	19.9 MB	56.7 KB
1078	36/f284c5	12769	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (131)	COMPLETED	0	2024-10-21 05:07:05.285	3.6s	3.2s	97.5%	1.2 GB	1.2 GB	19.9 MB	57.4 KB
1077	48/763b7b	12770	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (130)	COMPLETED	0	2024-10-21 05:07:05.289	3.6s	3.2s	98.0%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1076	4b/1dec5d	12782	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (129)	COMPLETED	0	2024-10-21 05:07:05.293	3.6s	3.2s	97.6%	1.2 GB	1.2 GB	19.9 MB	56.9 KB
1083	44/b50a2f	12812	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (136)	COMPLETED	0	2024-10-21 05:07:05.301	3.6s	3.2s	97.7%	1.8 GB	1.8 GB	19.9 MB	56.9 KB
1084	1a/570c9f	13446	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (137)	COMPLETED	0	2024-10-21 05:07:06.038	3.6s	3.2s	97.7%	1.8 GB	1.8 GB	19.9 MB	57.1 KB
1085	a9/4758cc	14429	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (138)	COMPLETED	0	2024-10-21 05:07:08.846	3.6s	3.2s	96.5%	1.2 GB	1.2 GB	19.9 MB	57.1 KB
1086	b5/f5e685	14496	RUN_DNAmDeconv:DNAmDeconv:TEST_PREPROCESSING (139)	COMPLETED	0	2024-10-21 05:07:08.880	3.5s	3.2s	97.2%	1.2 GB	1.2 GB	19.8 MB	56.3 KB
