"","sample","healthy","nbl","tool","unknown","reference","DMRtool","direction","top","collapse_approach","min_cpgs","min_counts"
"180","20M_mix_Bmap_CLBGA_0-1_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"181","20M_mix_Bmap_CLBGA_0-11_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"182","20M_mix_Bmap_CLBGA_0-11_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"183","20M_mix_Bmap_CLBGA_0-11_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"184","20M_mix_Bmap_CLBGA_0-11_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"185","20M_mix_Bmap_CLBGA_0-11_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"186","20M_mix_Bmap_CLBGA_0-11_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"187","20M_mix_Bmap_CLBGA_0-11_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"188","20M_mix_Bmap_CLBGA_0-11_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"189","20M_mix_Bmap_CLBGA_0-11_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"190","20M_mix_Bmap_CLBGA_0-11_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"191","20M_mix_Bmap_CLBGA_0-11_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"192","20M_mix_Bmap_CLBGA_0-11_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"193","20M_mix_Bmap_CLBGA_0-11_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"194","20M_mix_Bmap_CLBGA_0-11_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"195","20M_mix_Bmap_CLBGA_0-11_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"196","20M_mix_Bmap_CLBGA_0-11_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"197","20M_mix_Bmap_CLBGA_0-11_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"198","20M_mix_Bmap_CLBGA_0-11_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"199","20M_mix_Bmap_CLBGA_0-11_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"200","20M_mix_Bmap_CLBGA_0-11_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"201","20M_mix_Bmap_CLBGA_0-11_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"202","20M_mix_Bmap_CLBGA_0-11_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"203","20M_mix_Bmap_CLBGA_0-11_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"204","20M_mix_Bmap_CLBGA_0-11_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"205","20M_mix_Bmap_CLBGA_0-11_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"206","20M_mix_Bmap_CLBGA_0-11_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"207","20M_mix_Bmap_CLBGA_0-11_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"208","20M_mix_Bmap_CLBGA_0-11_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"209","20M_mix_Bmap_CLBGA_0-11_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"210","20M_mix_Bmap_CLBGA_0-11_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"211","20M_mix_Bmap_CLBGA_0-11_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"212","20M_mix_Bmap_CLBGA_0-11_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"213","20M_mix_Bmap_CLBGA_0-11_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"214","20M_mix_Bmap_CLBGA_0-11_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"215","20M_mix_Bmap_CLBGA_0-11_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"216","20M_mix_Bmap_CLBGA_0-11_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"217","20M_mix_Bmap_CLBGA_0-11_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"218","20M_mix_Bmap_CLBGA_0-11_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"219","20M_mix_Bmap_CLBGA_0-11_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"220","20M_mix_Bmap_CLBGA_0-11_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"221","20M_mix_Bmap_CLBGA_0-11_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"222","20M_mix_Bmap_CLBGA_0-11_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"223","20M_mix_Bmap_CLBGA_0-11_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"224","20M_mix_Bmap_CLBGA_0-11_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"225","20M_mix_Bmap_CLBGA_0-11_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"226","20M_mix_Bmap_CLBGA_0-11_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"227","20M_mix_Bmap_CLBGA_0-11_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"228","20M_mix_Bmap_CLBGA_0-11_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"229","20M_mix_Bmap_CLBGA_0-11_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"230","20M_mix_Bmap_CLBGA_0-11_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"231","20M_mix_Bmap_CLBGA_0-11_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"232","20M_mix_Bmap_CLBGA_0-11_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"233","20M_mix_Bmap_CLBGA_0-11_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"234","20M_mix_Bmap_CLBGA_0-11_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"235","20M_mix_Bmap_CLBGA_0-11_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"236","20M_mix_Bmap_CLBGA_0-11_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"237","20M_mix_Bmap_CLBGA_0-11_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"238","20M_mix_Bmap_CLBGA_0-11_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"239","20M_mix_Bmap_CLBGA_0-11_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"240","20M_mix_Bmap_CLBGA_0-11_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"241","20M_mix_Bmap_CLBGA_0-3_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"242","20M_mix_Bmap_CLBGA_0-3_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"243","20M_mix_Bmap_CLBGA_0-3_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"244","20M_mix_Bmap_CLBGA_0-3_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"245","20M_mix_Bmap_CLBGA_0-3_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"246","20M_mix_Bmap_CLBGA_0-3_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"247","20M_mix_Bmap_CLBGA_0-3_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"248","20M_mix_Bmap_CLBGA_0-3_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"249","20M_mix_Bmap_CLBGA_0-3_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"250","20M_mix_Bmap_CLBGA_0-3_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"251","20M_mix_Bmap_CLBGA_0-3_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"252","20M_mix_Bmap_CLBGA_0-3_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"253","20M_mix_Bmap_CLBGA_0-3_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"254","20M_mix_Bmap_CLBGA_0-3_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"255","20M_mix_Bmap_CLBGA_0-3_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"256","20M_mix_Bmap_CLBGA_0-3_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"257","20M_mix_Bmap_CLBGA_0-3_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"258","20M_mix_Bmap_CLBGA_0-3_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"259","20M_mix_Bmap_CLBGA_0-3_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"260","20M_mix_Bmap_CLBGA_0-3_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"261","20M_mix_Bmap_CLBGA_0-3_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"262","20M_mix_Bmap_CLBGA_0-3_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"263","20M_mix_Bmap_CLBGA_0-3_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"264","20M_mix_Bmap_CLBGA_0-3_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"265","20M_mix_Bmap_CLBGA_0-3_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"266","20M_mix_Bmap_CLBGA_0-3_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"267","20M_mix_Bmap_CLBGA_0-3_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"268","20M_mix_Bmap_CLBGA_0-3_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"269","20M_mix_Bmap_CLBGA_0-3_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"270","20M_mix_Bmap_CLBGA_0-3_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"271","20M_mix_Bmap_CLBGA_0-3_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"272","20M_mix_Bmap_CLBGA_0-3_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"273","20M_mix_Bmap_CLBGA_0-3_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"274","20M_mix_Bmap_CLBGA_0-3_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"275","20M_mix_Bmap_CLBGA_0-3_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"276","20M_mix_Bmap_CLBGA_0-3_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"277","20M_mix_Bmap_CLBGA_0-3_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"278","20M_mix_Bmap_CLBGA_0-3_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"279","20M_mix_Bmap_CLBGA_0-3_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"280","20M_mix_Bmap_CLBGA_0-3_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"281","20M_mix_Bmap_CLBGA_0-3_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"282","20M_mix_Bmap_CLBGA_0-3_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"283","20M_mix_Bmap_CLBGA_0-3_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"284","20M_mix_Bmap_CLBGA_0-3_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"285","20M_mix_Bmap_CLBGA_0-3_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"286","20M_mix_Bmap_CLBGA_0-3_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"287","20M_mix_Bmap_CLBGA_0-3_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"288","20M_mix_Bmap_CLBGA_0-3_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"289","20M_mix_Bmap_CLBGA_0-3_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"290","20M_mix_Bmap_CLBGA_0-3_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"291","20M_mix_Bmap_CLBGA_0-3_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"292","20M_mix_Bmap_CLBGA_0-3_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"293","20M_mix_Bmap_CLBGA_0-3_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"294","20M_mix_Bmap_CLBGA_0-3_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"295","20M_mix_Bmap_CLBGA_0-3_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"296","20M_mix_Bmap_CLBGA_0-3_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"297","20M_mix_Bmap_CLBGA_0-3_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"298","20M_mix_Bmap_CLBGA_0-3_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"299","20M_mix_Bmap_CLBGA_0-3_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"300","20M_mix_Bmap_CLBGA_0-3_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"301","20M_mix_Bmap_CLBGA_0-7_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"302","20M_mix_Bmap_CLBGA_0-7_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"303","20M_mix_Bmap_CLBGA_0-7_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"304","20M_mix_Bmap_CLBGA_0-7_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"305","20M_mix_Bmap_CLBGA_0-7_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"306","20M_mix_Bmap_CLBGA_0-7_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"307","20M_mix_Bmap_CLBGA_0-7_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"308","20M_mix_Bmap_CLBGA_0-7_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"309","20M_mix_Bmap_CLBGA_0-7_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"310","20M_mix_Bmap_CLBGA_0-7_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"311","20M_mix_Bmap_CLBGA_0-7_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"312","20M_mix_Bmap_CLBGA_0-7_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"313","20M_mix_Bmap_CLBGA_0-7_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"314","20M_mix_Bmap_CLBGA_0-7_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"315","20M_mix_Bmap_CLBGA_0-7_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"316","20M_mix_Bmap_CLBGA_0-7_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"317","20M_mix_Bmap_CLBGA_0-7_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"318","20M_mix_Bmap_CLBGA_0-7_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"319","20M_mix_Bmap_CLBGA_0-7_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"320","20M_mix_Bmap_CLBGA_0-7_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"321","20M_mix_Bmap_CLBGA_0-7_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"322","20M_mix_Bmap_CLBGA_0-7_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"323","20M_mix_Bmap_CLBGA_0-7_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"324","20M_mix_Bmap_CLBGA_0-7_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"325","20M_mix_Bmap_CLBGA_0-7_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"326","20M_mix_Bmap_CLBGA_0-7_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"327","20M_mix_Bmap_CLBGA_0-7_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"328","20M_mix_Bmap_CLBGA_0-7_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"329","20M_mix_Bmap_CLBGA_0-7_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"330","20M_mix_Bmap_CLBGA_0-7_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"331","20M_mix_Bmap_CLBGA_0-7_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"332","20M_mix_Bmap_CLBGA_0-7_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"333","20M_mix_Bmap_CLBGA_0-7_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"334","20M_mix_Bmap_CLBGA_0-7_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"335","20M_mix_Bmap_CLBGA_0-7_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"336","20M_mix_Bmap_CLBGA_0-7_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"337","20M_mix_Bmap_CLBGA_0-7_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"338","20M_mix_Bmap_CLBGA_0-7_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"339","20M_mix_Bmap_CLBGA_0-7_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"340","20M_mix_Bmap_CLBGA_0-7_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"341","20M_mix_Bmap_CLBGA_0-7_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"342","20M_mix_Bmap_CLBGA_0-7_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"343","20M_mix_Bmap_CLBGA_0-7_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"344","20M_mix_Bmap_CLBGA_0-7_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"345","20M_mix_Bmap_CLBGA_0-7_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"346","20M_mix_Bmap_CLBGA_0-7_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"347","20M_mix_Bmap_CLBGA_0-7_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"348","20M_mix_Bmap_CLBGA_0-7_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"349","20M_mix_Bmap_CLBGA_0-7_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"350","20M_mix_Bmap_CLBGA_0-7_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"351","20M_mix_Bmap_CLBGA_0-7_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"352","20M_mix_Bmap_CLBGA_0-7_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"353","20M_mix_Bmap_CLBGA_0-7_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"354","20M_mix_Bmap_CLBGA_0-7_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"355","20M_mix_Bmap_CLBGA_0-7_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"356","20M_mix_Bmap_CLBGA_0-7_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"357","20M_mix_Bmap_CLBGA_0-7_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"358","20M_mix_Bmap_CLBGA_0-7_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"359","20M_mix_Bmap_CLBGA_0-7_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"360","20M_mix_Bmap_CLBGA_0-7_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
