sample,LMC1,LMC2,tool,V1,V2,min_cpgs,min_counts
20M_mix_Bmap_CLBGA_10_rep59,0.117260261357807,0.882739738642193,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep6,0.116140200684177,0.883859799315823,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep60,0.115148456178054,0.884851543821946,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep7,0.115858170293637,0.884141829706363,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep8,0.116629519301178,0.883370480698822,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep9,0.116434916944048,0.883565083055952,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep1,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep10,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep11,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep12,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep13,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep14,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep15,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep16,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep17,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep18,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep19,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep2,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep20,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep21,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep22,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep23,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep24,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep25,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep26,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep27,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep28,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep29,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep3,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep30,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep31,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep32,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep33,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep34,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep35,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep36,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep37,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep38,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep39,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep4,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep40,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep41,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep42,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep43,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep44,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep45,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep46,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep47,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep48,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep49,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep5,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep50,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep51,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep52,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep53,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep54,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep55,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep56,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep57,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep58,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep59,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep6,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep60,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep7,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep8,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_100_rep9,1.0,0.0,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep1,0.0281621845720788,0.971837815427921,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep10,0.0289354864000559,0.971064513599944,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep11,0.0291865278455785,0.970813472154421,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep12,0.0297484649796997,0.9702515350203,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep13,0.0281044737409147,0.971895526259085,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep14,0.0292263161970136,0.970773683802986,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep15,0.0290570025351949,0.970942997464805,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep16,0.0291972170795714,0.970802782920429,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep17,0.0307633808123852,0.969236619187615,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep18,0.0292398848106256,0.970760115189374,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep19,0.0302400181206707,0.969759981879329,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep2,0.0292114857519263,0.970788514248074,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep20,0.0296282810206368,0.970371718979363,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep21,0.0301420037977177,0.969857996202282,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep22,0.0289122056462066,0.971087794353793,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep23,0.0289938288329875,0.971006171167012,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep24,0.0293068649615774,0.970693135038423,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep25,0.0301196615974894,0.969880338402511,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep26,0.0282428905257914,0.971757109474209,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep27,0.0286460978956614,0.971353902104339,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep28,0.0302434404890732,0.969756559510927,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep29,0.0285593198763541,0.971440680123646,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep3,0.0283970630305532,0.971602936969447,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep30,0.0291743484269302,0.97082565157307,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep31,0.0300667325928523,0.969933267407148,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep32,0.028257133121399,0.971742866878601,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep33,0.0288803494108558,0.971119650589144,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep34,0.0304106373066402,0.96958936269336,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep35,0.0284783394749039,0.971521660525096,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep36,0.0289966630435699,0.97100333695643,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep37,0.0296868318115642,0.970313168188436,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep38,0.0296871444657591,0.970312855534241,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep39,0.0301080749585213,0.969891925041479,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep4,0.0295128433358762,0.970487156664124,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep40,0.0302893006426381,0.969710699357362,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep41,0.0284196824450092,0.971580317554991,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep42,0.0294496996551882,0.970550300344812,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep43,0.028956843890044,0.971043156109956,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep44,0.0297332317671099,0.97026676823289,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep45,0.0289354284274614,0.971064571572539,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep46,0.0297727572453388,0.970227242754661,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep47,0.0293793991794881,0.970620600820512,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep48,0.0307435465365369,0.969256453463463,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep49,0.0301371723502112,0.969862827649789,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep5,0.0289551800946537,0.971044819905346,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep50,0.0290725136900272,0.970927486309973,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep51,0.0302738981801583,0.969726101819842,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep52,0.0303140544158819,0.969685945584118,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep53,0.0287061573868874,0.971293842613113,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep54,0.0300479078814858,0.969952092118514,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep55,0.0296527233903635,0.970347276609637,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep56,0.0303385789906413,0.969661421009359,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep57,0.0294592145528088,0.970540785447191,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep58,0.0288241063319964,0.971175893668003,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep59,0.0292702131845564,0.970729786815444,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep6,0.0296916951629051,0.970308304837095,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep60,0.0287776030880736,0.971222396911926,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep7,0.0300568439385017,0.969943156061498,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep8,0.0299010778489634,0.970098922151037,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_2-5_rep9,0.0293823306341131,0.970617669365887,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep1,0.27643707154699,0.72356292845301,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep10,0.278881018984005,0.721118981015995,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep11,0.278352810107855,0.721647189892145,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep12,0.281041031653264,0.718958968346736,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep13,0.280368787042485,0.719631212957515,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep14,0.279556085802273,0.720443914197727,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep15,0.278331951190117,0.721668048809882,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep16,0.281558950544363,0.718441049455637,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep17,0.278245860745331,0.721754139254669,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep18,0.277952010870421,0.722047989129579,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep19,0.277502772313809,0.722497227686191,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep2,0.278277633430673,0.721722366569327,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep20,0.279335055306615,0.720664944693385,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep21,0.280305776868889,0.719694223131111,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep22,0.277861886198683,0.722138113801317,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep23,0.278990490348835,0.721009509651165,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep24,0.280929814170267,0.719070185829733,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep25,0.279650422633861,0.720349577366139,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep26,0.278637495999511,0.721362504000489,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep27,0.278390538876711,0.721609461123289,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep28,0.278555160973668,0.721444839026332,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep29,0.279024255707594,0.720975744292406,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep3,0.277717990894236,0.722282009105764,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep30,0.278673696249458,0.721326303750542,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep31,0.278207192913294,0.721792807086706,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep32,0.279285938733662,0.720714061266338,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep33,0.28019091439349,0.71980908560651,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep34,0.278049332515668,0.721950667484332,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep35,0.279919005823499,0.720080994176502,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep36,0.278501871004122,0.721498128995878,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep37,0.27989604126383,0.72010395873617,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep38,0.278976685391643,0.721023314608357,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep39,0.277709117959854,0.722290882040146,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep4,0.277834492264376,0.722165507735624,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep40,0.280979136363792,0.719020863636208,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep41,0.276130437017931,0.723869562982069,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep42,0.279076241244904,0.720923758755096,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep43,0.27993459554424,0.72006540445576,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep44,0.277943696528894,0.722056303471106,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep45,0.277845607640691,0.722154392359309,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep46,0.279278666019809,0.720721333980191,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep47,0.27963374675747,0.72036625324253,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep48,0.279008130979532,0.720991869020468,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep49,0.278635063423168,0.721364936576832,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep5,0.278720224348798,0.721279775651202,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep50,0.277892718090822,0.722107281909178,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep51,0.279300473350441,0.720699526649559,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep52,0.281333168551478,0.718666831448522,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep53,0.279193058124307,0.720806941875693,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep54,0.278169691018236,0.721830308981764,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep55,0.27988566933635,0.72011433066365,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep56,0.279942202230305,0.720057797769695,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep57,0.28004952189784,0.71995047810216,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep58,0.27935102337831,0.72064897662169,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep59,0.279261068678185,0.720738931321815,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep6,0.279289320305576,0.720710679694424,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep60,0.278089277535361,0.721910722464639,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep7,0.278257222267317,0.721742777732683,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep8,0.27941716947129,0.72058283052871,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_25_rep9,0.278323833219068,0.721676166780932,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep1,0.0456762335726605,0.95432376642734,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep10,0.0470849888436795,0.95291501115632,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep11,0.0472170863476042,0.952782913652396,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep12,0.0477957950037376,0.952204204996262,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep13,0.0461121729816738,0.953887827018326,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep14,0.0472100286788765,0.952789971321124,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep15,0.0474972472104166,0.952502752789583,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep16,0.0475768329624286,0.952423167037571,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep17,0.0487783831982087,0.951221616801791,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep18,0.0469613032734122,0.953038696726588,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep19,0.0474312302691024,0.952568769730898,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep2,0.0468768418601827,0.953123158139817,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep20,0.047587504180901,0.952412495819099,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep21,0.0478924254894762,0.952107574510524,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep22,0.0464461275497407,0.953553872450259,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep23,0.0465368693538653,0.953463130646135,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep24,0.0478473811248144,0.952152618875186,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep25,0.0478730838203142,0.952126916179686,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep26,0.0460585221129442,0.953941477887056,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep27,0.0469286815380768,0.953071318461923,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep28,0.0483204382522714,0.951679561747729,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep29,0.0469370935612153,0.953062906438785,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep3,0.0457100430249244,0.954289956975076,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep30,0.0472552088692358,0.952744791130764,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep31,0.0474305011386806,0.952569498861319,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep32,0.0465469480964175,0.953453051903583,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep33,0.0465017846029351,0.953498215397065,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep34,0.0484337232749705,0.951566276725029,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep35,0.0468615563612156,0.953138443638784,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep36,0.0462267038673203,0.95377329613268,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep37,0.0472827568943156,0.952717243105684,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep38,0.0475273142555749,0.952472685744425,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep39,0.0476929216098491,0.952307078390151,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep4,0.0474636166043384,0.952536383395662,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep40,0.0481681327693713,0.951831867230629,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep41,0.0456456473960987,0.954354352603901,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep42,0.047102834700745,0.952897165299255,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep43,0.0461299111246592,0.953870088875341,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep44,0.0477327207041405,0.952267279295859,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep45,0.046917311766299,0.953082688233701,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep46,0.0474205947282847,0.952579405271715,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep47,0.0469833710961386,0.953016628903861,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep48,0.0485444898247177,0.951455510175282,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep49,0.0476374466318991,0.952362553368101,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep5,0.0468700933308114,0.953129906669189,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep50,0.0471192635005012,0.952880736499499,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep51,0.0479837651917711,0.952016234808229,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep52,0.0484244128002529,0.951575587199747,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep53,0.0463108557425717,0.953689144257428,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep54,0.0479213261305765,0.952078673869424,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep55,0.047679762787888,0.952320237212112,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep56,0.047926094851364,0.952073905148636,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep57,0.0472385754835779,0.952761424516422,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep58,0.0464951308811978,0.953504869118802,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep59,0.0478361633267442,0.952163836673256,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep6,0.0471989264880117,0.952801073511988,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep60,0.0463916721465814,0.953608327853419,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep7,0.0472473096241576,0.952752690375842,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep8,0.0474129176659271,0.952587082334073,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_4_rep9,0.0470304795602673,0.952969520439733,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep1,0.0572412616477622,0.942758738352238,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep10,0.0584987146242142,0.941501285375786,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep11,0.0596253091399082,0.940374690860092,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep12,0.0593691553182026,0.940630844681797,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep13,0.0582912913867213,0.941708708613279,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep14,0.0585467323245881,0.941453267675412,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep15,0.0586814930897335,0.941318506910267,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep16,0.0591615706424857,0.940838429357514,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep17,0.0606194075907141,0.939380592409286,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep18,0.0588701202608083,0.941129879739192,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep19,0.0588965278345184,0.941103472165482,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep2,0.0594315741978718,0.940568425802128,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep20,0.0591442667574925,0.940855733242507,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep21,0.0596670205853486,0.940332979414651,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep22,0.0582164817905981,0.941783518209402,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep23,0.058220605939708,0.941779394060292,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep24,0.060283327603769,0.939716672396231,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep25,0.0589905188199379,0.941009481180062,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep26,0.0579642640704532,0.942035735929547,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep27,0.0589677742439106,0.941032225756089,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep28,0.0607468845279771,0.939253115472023,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep29,0.0588681403018333,0.941131859698167,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep3,0.0576659059557528,0.942334094044247,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep30,0.0595327021193903,0.94046729788061,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep31,0.0588888264989879,0.941111173501012,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_5_rep32,0.0582935072188506,0.941706492781149,MeDeCom,,,3,10
