sample,LMC1,LMC2,tool,V1,V2,min_cpgs,min_counts
20M_mix_Bmap_CLBGA_0-3_rep41,0.0023798289074768,0.997620171092523,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep42,0.0027119574867556,0.997288042513244,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep43,0.0026400252217084,0.997359974778292,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep44,0.0038632527946478,0.996136747205352,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep45,0.0021321656863614,0.997867834313639,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep46,0.002715099619744,0.997284900380256,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep47,0.0024045647271071,0.997595435272893,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep48,0.0037912925975824,0.996208707402418,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep49,0.003693947870848,0.996306052129152,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep5,0.0036603348920452,0.996339665107955,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep50,0.0023064427032658,0.997693557296734,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep51,0.0039621899900579,0.996037810009942,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep52,0.002707650858044,0.997292349141956,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep53,0.0024510446979795,0.99754895530202,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep54,0.0033726540912125,0.996627345908787,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep55,0.0032932111368875,0.996706788863112,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep56,0.003831787998673,0.996168212001327,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep57,0.0025144667342903,0.99748553326571,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep58,0.0023128391085202,0.99768716089148,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep59,0.0036285883099645,0.996371411690035,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep6,0.0025753090274367,0.997424690972563,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep60,0.0027856301371569,0.997214369862843,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep7,0.0028499633445378,0.997150036655462,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep8,0.0037647211278054,0.996235278872195,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-3_rep9,0.0026567982859277,0.997343201714072,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep1,0.006872117890319,0.993127882109681,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep10,0.0072183134952757,0.992781686504724,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep11,0.0083134816306947,0.991686518369305,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep12,0.0079192383884207,0.992080761611579,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep13,0.0069129101336517,0.993087089866348,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep14,0.0069080916130188,0.993091908386981,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep15,0.0072628337843026,0.992737166215697,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep16,0.0073490438602244,0.992650956139775,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep17,0.0080149469772539,0.991985053022746,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep18,0.0074944992795215,0.992505500720478,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep19,0.0080011222348228,0.991998877765177,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep2,0.0073331945380185,0.992666805461981,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep20,0.0075427216692814,0.992457278330719,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep21,0.0083567455893255,0.991643254410674,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep22,0.0068478149871617,0.993152185012838,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep23,0.0076894138288557,0.992310586171144,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep24,0.0077760823701107,0.992223917629889,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep25,0.0086805995637906,0.991319400436209,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep26,0.0069133067021205,0.993086693297879,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep27,0.0072300015925055,0.992769998407494,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep28,0.0085906544309707,0.991409345569029,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep29,0.0070823701742984,0.992917629825701,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep3,0.0072851354829384,0.992714864517062,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep30,0.0073765822207074,0.992623417779293,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep31,0.0084683661954721,0.991531633804528,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep32,0.0065584224510664,0.993441577548934,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep33,0.0069924668048106,0.993007533195189,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep34,0.0082074606199925,0.991792539380008,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep35,0.0068204912917371,0.993179508708263,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep36,0.0077338152869055,0.992266184713094,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep37,0.0078469637793686,0.992153036220631,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep38,0.0082865786888935,0.991713421311107,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep39,0.0083114015260313,0.991688598473969,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep4,0.0079076895082624,0.992092310491738,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep40,0.008727016997495,0.991272983002505,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep41,0.0070865772328756,0.992913422767124,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep42,0.0074807256852616,0.992519274314738,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep43,0.0072292371143209,0.992770762885679,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep44,0.0088938372922635,0.991106162707736,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep45,0.0068839817034175,0.993116018296583,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep46,0.008190982474204,0.991809017525796,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep47,0.0074369690062215,0.992563030993779,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep48,0.0088368993305191,0.991163100669481,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep49,0.0086103825660116,0.991389617433988,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep5,0.0085425824643759,0.991457417535624,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep50,0.0071787814557259,0.992821218544274,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep51,0.0085833919934246,0.991416608006575,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep52,0.007611333605695,0.992388666394305,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep53,0.0070802990082666,0.992919700991733,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep54,0.0084890437048909,0.991510956295109,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep55,0.008122047816801,0.991877952183199,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep56,0.0085285622169806,0.991471437783019,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep57,0.0076618747872208,0.992338125212779,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep58,0.0068071547091277,0.993192845290872,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep59,0.0084974197676435,0.991502580232356,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep6,0.0079344735496264,0.992065526450373,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep60,0.0078676385508455,0.992132361449154,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep7,0.0077160527982621,0.992283947201738,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep8,0.0084989490416579,0.991501050958342,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_0-7_rep9,0.0074337986902264,0.992566201309774,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep1,0.0102908960425989,0.989709103957401,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep10,0.0106935427650381,0.989306457234962,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep11,0.0120577799994006,0.987942220000599,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep12,0.0115706127800424,0.988429387219958,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep13,0.0103993232878801,0.98960067671212,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep14,0.0106476464434392,0.989352353556561,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep15,0.0107115172329821,0.989288482767018,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep16,0.0110335454510482,0.988966454548952,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep17,0.0117972206412662,0.988202779358734,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep18,0.0111984737915979,0.988801526208402,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep19,0.0115988083330329,0.988401191666967,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep2,0.0109832487070669,0.989016751292933,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep20,0.0111382829788379,0.988861717021162,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep21,0.0122250455239446,0.987774954476055,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep22,0.0106240342224117,0.989375965777588,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep23,0.0114322908085215,0.988567709191478,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep24,0.0110994716241109,0.988900528375889,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep25,0.0120256050472023,0.987974394952798,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep26,0.0102756758662932,0.989724324133707,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep27,0.0109225968737096,0.98907740312629,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep28,0.0124908360604021,0.987509163939598,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep29,0.0106992159594129,0.989300784040587,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep3,0.0106934478680817,0.989306552131918,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep30,0.0111201798370905,0.988879820162909,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep31,0.0121158629296865,0.987884137070314,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep32,0.0104590748458886,0.989540925154111,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep33,0.0107385719252058,0.989261428074794,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep34,0.0118784797356611,0.988121520264339,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep35,0.0102083363812017,0.989791663618798,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep36,0.0115803949648775,0.988419605035123,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep37,0.0115275763798148,0.988472423620185,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep38,0.0117740286565054,0.988225971343495,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep39,0.0116928650139824,0.988307134986018,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep4,0.0112649330225656,0.988735066977434,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep40,0.0123465067847854,0.987653493215215,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep41,0.0107091248459439,0.989290875154056,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep42,0.011275330287783,0.988724669712217,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep43,0.0109704841077449,0.989029515892255,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep44,0.0123238548517108,0.987676145148289,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep45,0.0105015989712116,0.989498401028788,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep46,0.0115114615190508,0.988488538480949,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep47,0.0111275163023777,0.988872483697622,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep48,0.0124421905303182,0.987557809469682,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep49,0.0121990709008238,0.987800929099176,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep5,0.0118748756557006,0.988125124344299,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep50,0.0108542367996265,0.989145763200374,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep51,0.0120843932926223,0.987915606707378,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep52,0.0116241304312525,0.988375869568747,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep53,0.0109905485371431,0.989009451462857,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep54,0.0122373155275391,0.987762684472461,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep55,0.0118277339464896,0.98817226605351,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep56,0.0122925971786365,0.987707402821363,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep57,0.0116052146107645,0.988394785389236,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep58,0.0102381423051916,0.989761857694808,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep59,0.0121962045746732,0.987803795425327,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep6,0.0113817785174027,0.988618221482597,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep60,0.0111798401864563,0.988820159813544,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep7,0.0115872652489885,0.988412734751012,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep8,0.0123161321144943,0.987683867885506,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1_rep9,0.0111952586534731,0.988804741346527,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep1,0.0202804142812599,0.97971958571874,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep10,0.0203665620767459,0.979633437923254,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep11,0.0212836377928366,0.978716362207164,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep12,0.0212792962487399,0.97872070375126,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep13,0.0198129583757549,0.980187041624245,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep14,0.0206601518625601,0.97933984813744,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep15,0.0205423198907619,0.979457680109238,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep16,0.0207417507177454,0.979258249282255,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep17,0.0220944688531591,0.977905531146841,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep18,0.0210385394704022,0.978961460529598,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep19,0.0216339971301258,0.978366002869874,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep2,0.0203561075026593,0.979643892497341,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep20,0.0210707601752284,0.978929239824772,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep21,0.0218062387480012,0.978193761251999,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep22,0.020582053108286,0.979417946891714,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep23,0.0206008392610268,0.979399160738973,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep24,0.0210045581623991,0.978995441837601,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep25,0.0216791167113936,0.978320883288606,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep26,0.0202219472368745,0.979778052763125,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep27,0.020625059787483,0.979374940212517,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep28,0.0218170405058424,0.978182959494158,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep29,0.0203882189987413,0.979611781001259,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep3,0.0202333334071827,0.979766666592817,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep30,0.0207589727832059,0.979241027216794,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep31,0.021281277026214,0.978718722973786,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep32,0.0200083793601769,0.979991620639823,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep33,0.0207000494068066,0.979299950593193,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep34,0.0215780014648071,0.978421998535193,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep35,0.0195804931715614,0.980419506828439,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep36,0.0207548035659116,0.979245196434088,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep37,0.0214388548605664,0.978561145139434,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep38,0.0215709549535557,0.978429045046444,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep39,0.0213937291443824,0.978606270855618,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep4,0.0209549686369881,0.979045031363012,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep40,0.0221711504229215,0.977828849577079,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep41,0.0199631269002692,0.980036873099731,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep42,0.0211654080795019,0.978834591920498,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep43,0.02085302591682,0.97914697408318,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep44,0.0214464976824234,0.978553502317577,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep45,0.0200719064399353,0.979928093560065,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep46,0.0213300170464369,0.978669982953563,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep47,0.0208491614408061,0.979150838559194,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep48,0.0220718825567817,0.977928117443218,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep49,0.0215092938335543,0.978490706166446,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep5,0.0211504788320475,0.978849521167952,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep50,0.0208770404240449,0.979122959575955,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep51,0.0216550039692114,0.978344996030789,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep52,0.0216656587985012,0.978334341201499,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep53,0.0205562170352632,0.979443782964737,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep54,0.0217833330098415,0.978216666990159,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep55,0.0213844835764093,0.978615516423591,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep56,0.0217416141034092,0.978258385896591,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep57,0.0210578633956657,0.978942136604334,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep58,0.0205915136192335,0.979408486380766,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep59,0.0213931377053974,0.978606862294603,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep6,0.0210849065788766,0.978915093421123,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep60,0.02065396503114,0.97934603496886,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep7,0.0213246631442585,0.978675336855741,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep8,0.0216718530591171,0.978328146940883,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_1-8_rep9,0.0201793567080984,0.979820643291902,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep1,0.114659862812157,0.885340137187843,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep10,0.116151771665445,0.883848228334555,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep11,0.116616382740892,0.883383617259108,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep12,0.117783683631147,0.882216316368853,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep13,0.116627653266093,0.883372346733907,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep14,0.116578460850064,0.883421539149936,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep15,0.116212489889944,0.883787510110057,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep16,0.118201578911472,0.881798421088528,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep17,0.116190985235402,0.883809014764598,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep18,0.115375983239491,0.884624016760509,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep19,0.115396122963161,0.884603877036839,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep2,0.117726126112026,0.882273873887974,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep20,0.117126193848763,0.882873806151237,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep21,0.117264326439568,0.882735673560433,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep22,0.11618384684425,0.88381615315575,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep23,0.116190612015217,0.883809387984783,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep24,0.118343025633938,0.881656974366062,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep25,0.116849045403596,0.883150954596404,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep26,0.116036349350431,0.883963650649569,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep27,0.116847481904488,0.883152518095512,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep28,0.117604568478704,0.882395431521296,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep29,0.116420346281464,0.883579653718536,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep3,0.115776205112555,0.884223794887445,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep30,0.116544941640911,0.883455058359089,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep31,0.116246211006228,0.883753788993772,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep32,0.116955260611254,0.883044739388746,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep33,0.116461001689182,0.883538998310818,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep34,0.118363312401142,0.881636687598858,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep35,0.116781344080958,0.883218655919042,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep36,0.115377963305426,0.884622036694574,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep37,0.117096219069212,0.882903780930788,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep38,0.117510351009185,0.882489648990815,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep39,0.116981984471608,0.883018015528392,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep4,0.116359123842964,0.883640876157036,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep40,0.118551343124132,0.881448656875868,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep41,0.11468630809429,0.88531369190571,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep42,0.116704259892646,0.883295740107354,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep43,0.116358663289524,0.883641336710476,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep44,0.117431072466773,0.882568927533227,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep45,0.11725220297659,0.88274779702341,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep46,0.117035161492306,0.882964838507694,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep47,0.116178361281869,0.883821638718131,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep48,0.116958544786442,0.883041455213558,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep49,0.117015407499274,0.882984592500725,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep5,0.116431751716241,0.883568248283759,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep50,0.115533003102368,0.884466996897632,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep51,0.117274293839687,0.882725706160313,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep52,0.119143951782011,0.880856048217989,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep53,0.115686805505518,0.884313194494482,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep54,0.11686918520178,0.88313081479822,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep55,0.116447065463958,0.883552934536042,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep56,0.117756974501552,0.882243025498448,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep57,0.116463466536369,0.883536533463631,MeDeCom,,,3,10
20M_mix_Bmap_CLBGA_10_rep58,0.116207448968472,0.883792551031528,MeDeCom,,,3,10
